                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.51868,                0.31259,                0.78885,                0.63798,                0.99074,                0.98194,                0.80248,                0.46253,                0.36741,                0.76476,             0.00087009,             0.00087009,             0.00087009
                    309,                 0.5292,                0.31687,                0.80427,                0.95139,                0.73116,                0.98171,                0.82156,                0.50233,                0.37827,                 0.7686,             0.00086885,             0.00086885,             0.00086885
                    310,                0.50756,                0.31216,                0.80032,                0.95054,                0.73117,                0.98356,                0.82087,                0.66382,                0.42012,                 0.7788,             0.00086761,             0.00086761,             0.00086761
                    311,                0.60217,                0.35218,                0.79888,                0.90331,                0.73137,                0.98315,                0.81895,                0.45311,                 0.3801,                 0.7694,             0.00086637,             0.00086637,             0.00086637
                    312,                0.58017,                0.32829,                0.80301,                0.90863,                0.74062,                 0.9846,                0.81873,                0.56318,                 0.3876,                0.76594,             0.00086514,             0.00086514,             0.00086514
                    313,                0.55716,                0.31968,                 0.7966,                0.91336,                0.73137,                0.98355,                0.81503,                0.46749,                0.37799,                0.76428,              0.0008639,              0.0008639,              0.0008639
                    314,                0.54967,                0.32508,                0.80384,                0.95863,                0.74062,                0.98582,                0.82101,                0.52546,                0.39814,                0.76716,             0.00086266,             0.00086266,             0.00086266
                    315,                0.55886,                0.32949,                0.80448,                0.92277,                0.74062,                0.98467,                0.80156,                0.51427,                0.39168,                0.77109,             0.00086142,             0.00086142,             0.00086142
                    316,                0.55616,                0.31857,                0.80107,                0.97992,                0.73872,                0.98551,                0.81535,                0.44842,                0.37885,                0.76857,             0.00086019,             0.00086019,             0.00086019
                    317,                 0.5647,                0.32746,                0.81023,                0.91959,                0.74062,                0.98244,                 0.8166,                0.56086,                0.40162,                0.77155,             0.00085895,             0.00085895,             0.00085895
                    318,                0.54584,                0.33065,                0.79817,                 0.9118,                0.74062,                0.98295,                0.82112,                0.51469,                0.40806,                0.76971,             0.00085771,             0.00085771,             0.00085771
                    319,                0.54956,                0.32581,                0.79897,                0.96087,                0.74062,                 0.9838,                0.81687,                0.57027,                0.40099,                0.76951,             0.00085647,             0.00085647,             0.00085647
                    320,                 0.5158,                0.32114,                0.79868,                 0.9209,                0.73137,                0.97904,                0.80721,                0.60853,                0.40342,                0.77342,             0.00085524,             0.00085524,             0.00085524
                    321,                0.51317,                   0.31,                0.79829,                0.93479,                0.74062,                0.98593,                0.82292,                0.51884,                0.38617,                0.76736,               0.000854,               0.000854,               0.000854
                    322,                0.52724,                0.30655,                0.79773,                0.96589,                0.73367,                0.98745,                0.82839,                 0.4981,                0.38825,                0.76837,             0.00085276,             0.00085276,             0.00085276
                    323,                0.53034,                0.30917,                 0.8003,                0.91992,                0.73137,                 0.9852,                0.82317,                0.56288,                0.39435,                0.76902,             0.00085152,             0.00085152,             0.00085152
                    324,                0.52602,                0.30596,                0.79995,                0.93417,                0.73137,                0.98342,                0.80683,                0.49803,                 0.3903,                0.76817,             0.00085029,             0.00085029,             0.00085029
                    325,                0.51427,                0.30467,                0.79068,                0.92555,                0.74062,                0.98788,                0.82088,                0.43043,                0.36611,                0.76611,             0.00084905,             0.00084905,             0.00084905
                    326,                0.56289,                0.31828,                 0.8018,                0.91999,                0.74062,                0.98502,                0.81252,                0.55992,                0.38371,                0.76958,             0.00084781,             0.00084781,             0.00084781
                    327,                0.52261,                0.32198,                 0.8043,                0.97578,                0.73137,                0.98486,                0.79985,                0.63667,                0.41162,                0.77084,             0.00084658,             0.00084658,             0.00084658
                    328,                0.53189,                 0.3094,                0.80351,                0.65849,                0.98137,                0.97793,                0.81074,                0.44185,                0.39993,                0.76232,             0.00084534,             0.00084534,             0.00084534
                    329,                0.54868,                 0.3232,                0.80478,                0.96972,                 0.7379,                0.98378,                0.78048,                0.71472,                0.45487,                0.77867,              0.0008441,              0.0008441,              0.0008441
                    330,                 0.5806,                0.31954,                0.80448,                0.96648,                0.73931,                0.98444,                0.82724,                0.51263,                0.39135,                0.76965,             0.00084286,             0.00084286,             0.00084286
                    331,                0.56987,                0.31499,                0.80111,                0.97862,                 0.7388,                0.98633,                0.81567,                0.61445,                0.39436,                0.76857,             0.00084162,             0.00084162,             0.00084162
                    332,                0.59097,                0.32154,                 0.7939,                0.98033,                0.73416,                0.98472,                0.83577,                0.45078,                0.36589,                0.76524,             0.00084039,             0.00084039,             0.00084039
                    333,                0.57005,                0.31035,                0.79498,                0.63502,                0.99687,                0.98457,                0.81699,                0.54963,                 0.3937,                0.76724,             0.00083915,             0.00083915,             0.00083915
                    334,                0.55952,                0.31833,                0.80382,                0.66835,                0.99375,                0.97956,                0.80942,                0.45836,                0.38862,                0.76403,             0.00083791,             0.00083791,             0.00083791
                    335,                0.52265,                0.30664,                0.80376,                0.72493,                0.99375,                0.98108,                0.80552,                0.49127,                0.39531,                0.76801,             0.00083667,             0.00083667,             0.00083667
                    336,                0.50435,                0.30408,                0.80265,                0.57667,                      1,                0.98242,                0.83323,                0.47233,                0.37662,                0.76392,             0.00083544,             0.00083544,             0.00083544
                    337,                0.53536,                0.31091,                0.79659,                0.58435,                      1,                0.98315,                0.80213,                0.49844,                0.38171,                0.76815,              0.0008342,              0.0008342,              0.0008342
                    338,                0.53193,                0.30791,                0.80079,                0.95536,                0.73791,                0.98503,                0.82465,                 0.5127,                0.36534,                0.76586,             0.00083296,             0.00083296,             0.00083296
                    339,                0.54195,                0.31553,                0.80165,                0.96143,                0.73821,                0.98482,                0.82646,                0.53936,                0.38767,                 0.7707,             0.00083172,             0.00083172,             0.00083172
                    340,                0.55451,                 0.3174,                0.79209,                0.96424,                0.72482,                0.98672,                0.78748,                0.62843,                0.42128,                0.77058,             0.00083049,             0.00083049,             0.00083049
                    341,                0.59223,                0.33371,                0.80045,                0.95776,                0.73894,                0.98353,                0.82756,                0.51269,                0.38809,                0.77013,             0.00082925,             0.00082925,             0.00082925
                    342,                0.55941,                 0.3325,                0.80155,                 0.9783,                0.73272,                0.98425,                 0.8086,                 0.5832,                0.40134,                0.76875,             0.00082801,             0.00082801,             0.00082801
                    343,                0.58016,                0.33206,                0.79561,                0.96301,                0.73903,                0.98508,                0.80102,                0.52334,                 0.3985,                0.76561,             0.00082677,             0.00082677,             0.00082677
                    344,                0.57179,                0.32559,                0.79906,                0.96339,                0.74062,                0.98273,                0.78011,                0.62224,                0.41557,                0.77251,             0.00082554,             0.00082554,             0.00082554
                    345,                 0.5473,                0.31529,                0.79426,                0.92139,                0.73137,                0.98455,                0.77929,                0.50472,                0.38536,                0.76156,              0.0008243,              0.0008243,              0.0008243
                    346,                0.54235,                 0.3248,                0.80396,                0.92664,                0.73137,                0.97758,                0.80734,                0.44477,                0.38201,                  0.765,             0.00082306,             0.00082306,             0.00082306
                    347,                0.53737,                0.31166,                0.80148,                0.92024,                0.74062,                0.98331,                0.78241,                0.48974,                0.36957,                0.76894,             0.00082183,             0.00082183,             0.00082183
                    348,                0.53859,                0.31189,                0.79052,                0.91309,                0.74062,                0.98472,                0.78451,                0.59075,                0.39427,                 0.7701,             0.00082059,             0.00082059,             0.00082059
                    349,                0.55157,                0.32151,                 0.8042,                0.91473,                0.74062,                0.98336,                0.83869,                0.47791,                0.37986,                0.76665,             0.00081935,             0.00081935,             0.00081935
                    350,                0.54005,                0.31371,                0.79475,                0.56005,                0.99687,                0.98545,                0.81769,                0.55315,                0.37653,                 0.7702,             0.00081811,             0.00081811,             0.00081811
                    351,                0.53296,                0.30405,                0.79816,                0.92684,                0.74062,                0.98783,                0.81732,                 0.4366,                0.35508,                0.76205,             0.00081688,             0.00081688,             0.00081688
                    352,                0.52229,                0.31906,                0.79374,                0.92362,                0.73186,                0.97989,                0.82789,                0.52209,                0.39352,                  0.767,             0.00081564,             0.00081564,             0.00081564
                    353,                0.54675,                0.31393,                0.79417,                 0.9135,                0.74062,                0.98059,                0.82088,                0.53612,                0.39276,                0.76919,              0.0008144,              0.0008144,              0.0008144
                    354,                0.49721,                0.30004,                0.79133,                0.91625,                0.74062,                0.98191,                0.81743,                0.54177,                0.37958,                0.76939,             0.00081316,             0.00081316,             0.00081316
                    355,                0.52351,                0.31428,                0.79369,                0.92635,                0.74062,                0.98196,                0.81365,                 0.5809,                0.39324,                0.77103,             0.00081193,             0.00081193,             0.00081193
                    356,                0.53472,                0.31335,                  0.796,                0.92352,                0.74062,                 0.9818,                 0.8201,                0.54115,                0.37982,                0.76658,             0.00081069,             0.00081069,             0.00081069
                    357,                0.51617,                0.30004,                0.79822,                0.91873,                0.74062,                0.98214,                0.81127,                0.56719,                0.39821,                0.76791,             0.00080945,             0.00080945,             0.00080945
                    358,                0.51211,                0.30281,                0.79697,                0.90725,                0.74062,                0.98245,                0.83354,                0.49754,                0.38819,                 0.7642,             0.00080821,             0.00080821,             0.00080821
                    359,                0.52614,                0.31071,                0.79864,                0.92443,                0.74062,                0.98374,                0.80597,                0.48641,                0.40242,                0.76745,             0.00080698,             0.00080698,             0.00080698
                    360,                0.50906,                0.30941,                0.80066,                0.92338,                0.74062,                0.98422,                0.83213,                0.47988,                0.37946,                0.76598,             0.00080574,             0.00080574,             0.00080574
                    361,                0.53952,                0.31532,                0.79407,                0.93532,                0.74062,                0.98544,                0.80606,                0.46493,                0.37252,                0.76749,              0.0008045,              0.0008045,              0.0008045
                    362,                0.52229,                0.30066,                0.79647,                0.91092,                0.74062,                0.98855,                0.80682,                0.61766,                0.39949,                0.77035,             0.00080326,             0.00080326,             0.00080326
                    363,                0.52991,                0.30735,                0.79552,                0.90249,                0.74062,                0.98797,                0.84236,                0.55772,                0.37726,                 0.7711,             0.00080202,             0.00080202,             0.00080202
                    364,                0.54859,                0.31601,                 0.7963,                0.91422,                0.74062,                0.98671,                0.79693,                0.64684,                0.40296,                0.77711,             0.00080079,             0.00080079,             0.00080079
                    365,                0.55742,                0.31254,                0.79774,                0.91833,                0.73137,                0.98537,                0.80615,                0.49087,                0.39125,                0.76637,             0.00079955,             0.00079955,             0.00079955
                    366,                0.55633,                0.32067,                0.79386,                0.91631,                0.98137,                0.98338,                0.80334,                 0.5162,                0.39592,                0.76626,             0.00079831,             0.00079831,             0.00079831
                    367,                0.53978,                0.30914,                0.79439,                 0.9235,                0.73137,                0.98134,                0.82477,                0.52021,                0.39366,                0.76434,             0.00079708,             0.00079708,             0.00079708
                    368,                0.52828,                0.31063,                0.79764,                0.92124,                0.74062,                0.98696,                0.79734,                0.55226,                0.38526,                0.76838,             0.00079584,             0.00079584,             0.00079584
                    369,                 0.5267,                0.30601,                0.79235,                0.91664,                0.74062,                0.98722,                0.81463,                0.57441,                0.37954,                0.76787,              0.0007946,              0.0007946,              0.0007946
